Longitude,Latitude,Ontario_Geospatial_ID,MOH_ID,Service_Type,Service_Detail,Name_Health_Provider,Address,Unit/Floor,Address_Type,Community/Muncipality,Postal_Code
-79.73460171,43.77306559,137294421,8141192,Pharmacy,RP,Pharmasave,75 Braydon Boulevard,0,0,Brampton,L6P2S4
-79.7163356,43.75872909,137294422,8141511,Pharmacy,RP,Brampton Lifecare Pharmacy,2740 North Park Drive,Unit 34,0,Brampton,L6S0E9
-79.41579581,43.77902031,137294423,8143957,Pharmacy,RP,Shoppers Drug Mart #848,5576 Yonge Street,0,0,Toronto,M2N5S2
-79.2919756,46.26162003,137294424,8146053,Pharmacy,LTCF,Nipissing Manor Nursing Care,R.R. 1,0,0,Corbeil,P0H1K0
-75.56546239,45.43187976,137294425,8146534,Pharmacy,RP,Queens Pharmacy Ltd,110 Bearbrook Road,0,0,Ottawa,K1B5R2
-80.01701914,45.34104834,137294426,8147178,Pharmacy,LTCF,Lakeland Long Term Care,6 Albert Street,0,0,Parry Sound,P2A3A4
-80.75006927,43.14419343,137294427,8147472,Pharmacy,RP,Medical Access Care Pharmacy,729 Devonshire Avenue,Unit 4,0,Woodstock,N4S5R3
-79.23763495,43.79225532,137294428,8148550,Pharmacy,RP,Cure Ida Pharmacy,1585 Markham Road,Unit 108,0,Toronto,M1B2W1
-79.37528928,43.66709529,137294429,8151714,Pharmacy,LTCF,Wellesley Central Place,160 Wellesley Street East,0,0,Toronto,M4Y1J2
-80.22193954,43.56708053,137294430,8153035,Pharmacy,RP,Top Health Apothecary,235 Starwood Drive,Unit 5,0,Guelph,N1E7M5
-80.27431962,43.14417705,137294431,8153678,Pharmacy,RP,Legend Pharmacy,150 Brant Avenue,0,0,Brantford,N3T3H7
-79.70717858,43.55747965,137294432,8153874,Pharmacy,RP,Arc Pharmacy,2520 Eglinton Avenue West,Unit 3,0,Mississauga,L5M0Y2
-79.25022816,43.83874692,137294433,8154276,Pharmacy,RP,Drugstore Pharmacy 4276,7075 Markham Road,0,0,Markham,L3S3J9
-79.78842528,43.23305669,137294434,8154837,Pharmacy,RP,Alliance Drugs Pharmacy,360 Queenston Road,Unit 1,0,Hamilton,L8K1H9
-79.48927231,43.61426867,137294435,8154953,Pharmacy,RP,Lakeside Pharmacy,2438 Lake Shore Boulevard West,0,0,Toronto,M8V1C4
-79.23918418,42.97443657,137294436,8155471,Pharmacy,RP,Welland Life Compounding Phcy,838 Ontario Road,0,0,Welland,L3B5E2
-75.69328554,45.41551745,137294437,8155792,Pharmacy,RP,Shoppers Simply Pharmacy #3003,267 O'connor Street,Unit 120,0,Ottawa,K2P1V3
-79.88738611,43.21298738,137294438,8158799,Pharmacy,RP,M-Line Pharmacy,1289 Upper James Street,0,0,Hamilton,L9C3B3
-75.66364872,45.36979335,137294439,8159119,Pharmacy,RP,Shoppers Drug Mart #620,1180 Walkley Road,0,0,Ottawa,K1V2M5
-75.66844673,45.37913025,137294440,8159431,Pharmacy,RP,Shoppers Drug Mart #1527,1582 Bank Street,0,0,Ottawa,K1H7Z5
-79.71466518,43.54537305,137294441,8159976,Pharmacy,RP,Churchill Meadows Pharmacy,3050 Artesian Drive,Unit 5,0,Mississauga,L5M7P5
-75.67196142,45.35066634,137294442,8160919,Pharmacy,RP,Shoppers Drug Mart #629,3310 Mccarthy Road,0,0,Ottawa,K1V9S1
-81.23218071,42.96242898,137294443,8163818,Pharmacy,RP,Medcen Pharmacy,339 Wellington Road South,0,0,London,N6C5Z9
-80.96768337,44.56330687,137294444,8167011,Pharmacy,RP,Drugstore Pharmacy 4277,1020 10th Street West,0,0,Owen Sound,N4K5S1
-81.88560481,42.95216714,137294445,8169091,Pharmacy,LTCF,Watford Nursing Home,344 Victoria Street,0,0,Watford,N0M2S0
-75.75126414,45.26822983,137294446,8169153,Pharmacy,RP,Shoppers Drug Mart 643,3781 Strandherd Drive,0,0,Ottawa,K2J5M4
-79.31821608,43.79848241,137294447,8170196,Pharmacy,RP,Shoppers Drug Mart #980,2900 Warden Avenue,0,0,Toronto,M1W2S8
-76.96265186,44.2586964,137294448,8170597,Pharmacy,RP,Drugstore Pharmacy 4275,450 Centre Street North,0,0,Napanee,K7R1P8
-75.68321333,45.43785466,137294449,8170855,Pharmacy,LTCF,Garry J. Armstrong Ltc Home,200 Island Lodge Road,0,0,Ottawa,K1N5M2
-79.31357218,43.88115573,137294450,8171596,Pharmacy,RP,Uptown Family Pharmacy,12 Nipigon Avenue,0,0,Markham,L6C0X7
-79.43584941,43.7448438,137294451,8171916,Pharmacy,RP,Shoppers Drug Mart #1343,Bathurst Street,2-15a,0,Toronto,M5V1A5
-83.05598421,42.28654907,137294452,8175431,Pharmacy,RP,Totten Pharmacy,2780 Totten Street,0,0,Windsor,M9B0A9
-79.92860232,46.36646792,137294453,8176074,Pharmacy,RP,Sturgeon Falls Life Care Pharm,77 Front Street,0,0,West Nipissing,P2B2H2
-75.65452219,45.02005289,137294454,8176911,Pharmacy,RP,Kemptville Medical Pharmacy,2670 County Road 43,0,0,Kemptville,K0G1J0
-79.72079825,44.33874359,137294455,8177554,Pharmacy,RP,Marsellus Pharmacy,2 Marsellus Drive,Unit 4,0,Barrie,L4N0Y4
-75.78652276,45.34774284,137294456,8179918,Pharmacy,RP,Iris Compounding Pharmacy,2730 Iris Street,Unit 5,0,Ottawa,K2C1E6
-79.23304725,43.77733971,137294457,8181415,Pharmacy,RP,Mornelle Drug Mart,1200 Markham Road,Suite 101,0,Toronto,M1H3C3
-75.86522088,45.28216932,137294458,8182478,Pharmacy,RP,Metro Pharmacy 546,10 Cope Drive,0,0,Ottawa,K2M0N2
-79.39521149,43.68998569,137294459,8182539,Pharmacy,RP,Delisle Pharmacy,1566 Yonge Street,Upper Court,0,Toronto,M4T2S9
-80.51237673,43.4927465,137294460,8187017,Pharmacy,LTCF,Pinehaven Nursing Home,229 Lexington Road,0,0,Waterloo,N2K2E1
-83.0095995,42.31067627,137294461,8188230,Pharmacy,RP,Ottawa Street Pharmacy,1535 Ottawa Street,0,0,Windsor,N8X2G3
-79.53005004,43.8026419,137294462,8188436,Pharmacy,RP,Central Fill Solutions,346 Millway Avenue,Unit 10,0,Vaughan,L4K3W1
-75.9338926,45.27062102,137294463,8188757,Pharmacy,RP,Hazeldean Pharmacy,6150 Hazeldean Road,0,0,Ottawa,K2S1B9
-79.43208572,43.85202492,137294464,8189710,Pharmacy,RP,Beverly Med Pharmacy,9201 Yonge Street,"Unit NW, 6",0,Richmond Hill,L4C1H9
-81.28774622,42.94331687,137294465,8189836,Pharmacy,RP,Wellness Pharmacy,925 Wonderland,0,0,London,N6K3R5
-83.06424121,42.28685267,137294466,8191958,Pharmacy,RP,Hdgh Prince Road Pharmacy,1453 Prince Road,0,0,Windsor,N9C3Z4
-79.20459328,45.34320948,137294467,8192074,Pharmacy,RP,Campus Trail Pharmacy,39 Campus Trail,0,0,Huntsville,P1H0E5
-79.4385645,43.64040538,137294468,8193359,Pharmacy,RP,Parkdale Guardian Drugs,1514 Queen Street West,0,0,Toronto,M6K1M4
-81.39492711,43.55177087,137294469,8195794,Pharmacy,RP,Keating's Pharmacy,67 Main Street South,Postal Office Box 39,0,Huron East,N0K1W0
-79.34752718,43.7357814,137294470,8199638,Pharmacy,RP,Don Mills & Lawrence Pharmacy,895 Lawrence Avenue East,Unit 10,0,Toronto,M3C1P7
-79.38369649,43.76771641,137294471,8200270,Pharmacy,RP,Bayview Village Pharmacy,595 Sheppard Avenue East,Unit 102,0,Toronto,M2K0G3
-80.29193201,42.93512632,137294472,8201554,Pharmacy,RP,Waterford Phcy & Health Food,9 Alice Street,Postal Office Box 579,0,Waterford,N0E1Y0
-80.31003556,43.4253952,137294473,8202376,Pharmacy,LTCF,Saint Luke's Place,1642 Franklin Boulevard,0,0,Cambridge,N3C3P4
-79.24908286,43.82482752,137294474,8203473,Pharmacy,RP,Majestic City Pharmacy,2900 Markham Road,Unit A1,0,Toronto,M1X1E6
-79.7521677,43.58295836,137294475,8206434,Pharmacy,RP,Heritage Glen Pharmacy,6515 Glen Erin Drive,0,0,Mississauga,L5N2X9
-79.68701366,43.44711474,137294476,8206791,Pharmacy,RP,Palms Pharmacy,71 Speers Road,Unit 10,0,Oakville,L6K0J2
-75.60345701,45.43495096,137294477,8206997,Pharmacy,RP,Costco Pharmacy #1362,1405 Blair Towers Place,0,0,Ottawa,K1J1A5
-79.32601547,43.68271289,137294478,8207638,Pharmacy,RP,Prohealth Pharmacy,1473 Danforth Avenue,0,0,Toronto,M4J1N5
-78.19975663,43.9702564,137294479,8207754,Pharmacy,RP,Metro Pharmacy #550,1111 Elgin Street West,0,0,Cobourg,K9A4X5
-79.25384016,43.85053393,137294480,8207950,Pharmacy,RP,Markham Pharmacy,7595 Markham Road,Unit  2,0,Markham,L3S0B6
-79.49081133,43.7626568,137294481,8208030,Pharmacy,RP,R.O.O.T.S. Four Winds Pharmacy,3932 Keele Street,Unit A,0,Toronto,M3J1N8
-75.21461709,45.50754629,137294482,8209351,Pharmacy,RP,Clarence Creek Pharmacy,1922 Labonte Street,Postal Office Box 129,0,Clarence Creek,K0A1N0
-79.79455095,44.02512023,137294483,8211918,Pharmacy,RP,Tottenham Medical Pharmacy,120 Mill Street East,Unit 2,0,New Tecumseth,L0G1W0
-80.56532524,43.43994319,137294484,8213195,Pharmacy,RP,Rxconnect Specialty Pharmacy,435 The Boardwalk,Unit 206,0,Waterloo,L5N8R9
-79.74025389,43.58866986,137294485,8213391,Pharmacy,RP,Erin Creek Pharmasave,6400 Millcreek Drive,Unit 10,0,Mississauga,L5N3E7
-84.31697446,46.5390062,137294486,8214470,Pharmacy,RP,Pharmaright Pharmacy,688 Second Line East,0,0,Sault Ste. Marie,P6B4K3
-75.73203634,45.34559314,137294487,8215111,Pharmacy,RP,Shoppers Drug Mart #910,1642 Merivale Road,0,0,Ottawa,K2G4A1
-79.72211291,43.86905851,137294488,8215317,Pharmacy,RP,Shoppers Drug Mart #831,1 Queensgate Boulevard,0,0,Caledon,L7E2X7
-79.51533804,43.751859,137294489,8216272,Pharmacy,RP,Al Shefa Pharmacy,2885 Jane Street,Unit 16,0,Toronto,M3N2J6
-81.25656752,42.99480518,137294490,8219475,Pharmacy,RP,Lmc Pharmacy London,140 Oxford Street East,Unit 400,0,London,N6A5R9
-79.65025786,43.52716385,137294491,8222997,Pharmacy,RP,Van Mills Ida Pharmacy,1900 Fowler Drive,Unit D114,0,Mississauga,L5K0A1
-79.33731768,43.7238663,137294492,8223111,Pharmacy,RP,Rx Bliss,18 Wynford Drive,Unit 113,0,Toronto,M3C3S2
-79.61766526,43.60782357,137294493,8225235,Pharmacy,RP,Shoppers Drug Mart #774,700 Burnhamthorpe Road East,0,0,Mississauga,L4Y2X3
-76.55591112,44.25866872,137294494,8225878,Pharmacy,RP,Medix Pharmacy,2392 Princess Street,0,0,Kingston,K7M3G4
-81.17688539,43.00481489,137294495,8227475,Pharmacy,RP,London Medical Phcy Clarke Rd,1892 Dundas Street,0,0,London,N5W3G4
-79.32521527,43.7450133,137294496,8228232,Pharmacy,RP,Shoppers Drug Mart #895,51 Underhill Drive,0,0,Toronto,M3A2J8
-77.85656802,45.0615819,137294497,8230032,Pharmacy,RP,Shoppers Drug Mart #1406,118 Hastings Street North,0,0,Bancroft,K0L1C0
-79.58549976,43.74015469,137294498,8231111,Pharmacy,RP,Shoppers Simply Pharmacy,1525 Albion Road,Unit 104,0,Toronto,M9V5G5
-79.55999625,43.73532979,137294499,8231638,Pharmacy,RP,Shoppers Drug Mart #954,900 Albion Road,"Unit 1, Building A",0,Toronto,M9V1A5
-89.25597477,48.41826716,137294500,8233574,Pharmacy,LTCF,Pioneer Ridge,750 Tungsten Street,0,0,Thunder Bay,P7B6R1
-79.83595859,43.24691209,137294501,8234957,Pharmacy,RP,St Michael's Pharmacy,839 Main Street East,0,0,Hamilton,L8M1L8
-79.48274545,44.07482555,137294502,8237393,Pharmacy,RP,Shoppers Drug Mart #1452,18293 Yonge Street,0,0,East Gwillimbury,L9N0A2
-81.24404951,42.94143977,137294503,8240432,Pharmacy,RP,Shoppers Drug Mart #1072,395 Southdale Road East,Unit A,0,London,N6E1A2
-80.13172292,43.61078414,137294504,8241351,Pharmacy,RP,Ridge Square Pharmacy,167 Jolliffe Avenue,0,0,Rockwood,N0B2K0
-79.36156328,43.65350259,137294505,8241878,Pharmacy,RP,Trc Front Street Pharmacy,431 King Street East,0,0,Toronto,M5A1L5
-79.29883896,43.6890579,137294506,8244232,Pharmacy,RP,Trc Crescent Street Pharmacy,2688 Danforth Avenue,0,0,Toronto,M4C1L7
-79.31885427,43.67263239,137294507,8244438,Pharmacy,RP,Trc Gerrard Street Pharmacy,247 Coxwell Avenue,0,0,Toronto,M4L3B4
-79.45648201,43.65575038,137294508,8245197,Pharmacy,RP,Mednow Pharmacy,1640 Bloor Street West,0,0,Toronto,M6P1A7
-79.4201091,43.68662619,137294509,8245419,Pharmacy,RP,Habers Compounding Pharmacy,1584 Bathurst Street,0,0,Toronto,M5P3H3
-77.95715038,44.30930377,137294510,8245570,Pharmacy,RP,Johnstons Pharmacy,6 Front Street West,0,0,Hastings,K0L1Y0
-79.43597641,43.7469059,137294511,8245838,Pharmacy,RP,The Medicine Shoppe Phcy #124,4119 Bathurst Street,0,0,Toronto,M3H3P4
-79.49484832,43.67376848,137294512,8246356,Pharmacy,RP,Smart Pharmacy,814 Jane Street,0,0,Toronto,M6N4C1
-79.72243588,43.46456154,137294513,8248595,Pharmacy,RP,Lifecare Rx Pharmacy,201 River Oaks Boulevard West,"Unit  S, 2&3",0,Oakville,L6H3S7
-79.45264554,44.06063265,137294514,8248915,Pharmacy,RP,Carerx Pharmacy,596 Davis Drive,0,0,Newmarket,L3Y2P9
-83.11149381,42.10304443,137294515,8251278,Pharmacy,RP,Old Town Pharmacy,80 Richmond Street,0,0,Amherstburg,N9V1E9
-79.47799412,43.72778919,137294516,8252115,Pharmacy,RP,Humber Pharmacy,1017 Wilson Avenue,0,0,Toronto,M3K1Z1
-79.33618158,43.77541431,137294517,8252758,Pharmacy,RP,Legacy Pharmacy,2035 Sheppard Avenue East,Unit 5,0,Toronto,M2J0A8
-79.78224301,43.62298476,137294518,8253515,Pharmacy,RP,Rivermont Pharmacy Guardian,20 Rivermont Road,"Unit B8, 9",0,Brampton,L6Y6G7
-79.34224297,43.67915069,137294519,8253631,Pharmacy,RP,Shoppers Drug Mart #994,755 Danforth Avenue,0,0,Toronto,M1K1L2
-79.08378911,43.87002984,137294520,8253711,Pharmacy,RP,Med Cure Pharmacy & Med Clinic,2460 Brock Road,0,0,Pickering,L1X0J1
-80.07265983,43.9189132,137294521,8254113,Pharmacy,RP,Rolling Hills Pharmacy,140 Rolling Hills Drive,0,0,Orangeville,L9W4X9
-75.58785419,45.31949774,137294522,8256273,Pharmacy,RP,Findlay Creek Pharmacy,111 Shuttleworth Drive,Unit 4,0,Ottawa,K1T0W7
-79.31812797,43.7416002,137294523,8256399,Pharmacy,RP,Curlew Compounding Pharmacy,1252 Lawrence Avenue East,0,0,Toronto,M3A1C3
-79.29840606,43.6960602,137294524,8257414,Pharmacy,LTCF,True Davidson Acres,200 Dawes Road,0,0,Toronto,M4C5M8
-82.6436563,46.38313778,137294525,8257995,Pharmacy,RP,Angus Pharmacy,14 Brunswick Walk,0,0,Elliot Lake,P5A2A8
-75.73437075,45.36048984,137294526,8258191,Pharmacy,RP,Shoppers Drug Mart #627,1469 Merivale Road,0,0,Ottawa,K2E5N9
-79.44191102,43.89588453,137294527,8260918,Pharmacy,RP,V.CARE Pharmacy,11005 Yonge Street,Unit E2,0,Richmond Hill,L4C0K7
-79.65275776,43.57701156,137294528,8261070,Pharmacy,RP,Medipark Pharmacy,780 Burnhamthorpe Road West,Unit 4,0,Mississauga,L5C3X3
-80.51310813,43.4921026,137294529,8262471,Pharmacy,RP,Waterloo Wellness Pharmacy,209 Lexington Road,0,0,Waterloo,N2K2E1
-79.69112558,43.61462146,137294530,8262792,Pharmacy,RP,Britlin Pharmacy,5985 Rodeo Drive,Unit 5,0,Mississauga,L5R3X8
-79.41521148,44.61057795,137294531,8265030,Pharmacy,RP,Downtown Dispensary,188 Mississauga Street East,0,0,Orillia,L3V1V9
-79.3728577,44.9160357,137294532,8266191,Pharmacy,RP,Shoppers Drug Mart #1345,511 Muskoka Road South,0,0,Gravenhurst,P1P1J8
-80.46933121,43.4437752,137294533,8267154,Pharmacy,RP,Eastwood Pharmacy,120 Ottawa Street North,Unit 123,0,Kitchener,N2H3K5
-79.45081183,43.87045412,137294534,8269713,Pharmacy,HOPD,Purehealth Pharmacy,10 Trench Street,0,0,Richmond Hill,L4C4Z3
-79.11129281,43.81241083,137294535,8270471,Pharmacy,RP,Fairport Pharmacy,750 Oklahoma Drive,0,0,Pickering,L1W3G9
-79.86516833,43.52178114,137294536,8271639,Pharmacy,RP,Truecare Pharmacy,810 Nipissing Road,Unit 107,0,Milton,L9T4Z9
-79.42474351,43.81550921,137294537,8272594,Pharmacy,RP,Rediscover Health Pharmacy,7714 Yonge Street,0,0,Vaughan,L4J1W2
-75.64337252,45.44270866,137294538,8272996,Pharmacy,AS,"Lemire,dr Martine",595 Chemin Montreal,Suite 405,0,Ottawa,K1K4L2
-78.78892852,43.91479516,137294539,8274636,Pharmacy,RP,Courtice Clinic Pharmacy,1656 Nash Road 2,"Unit  S, & 3",0,Courtice,L1E2Y4
-79.36459899,43.77925841,137294540,8274832,Pharmacy,RP,Shoppers Drug Mart #917,4865 Leslie Street,0,0,Toronto,M2J2K8
-81.62169593,42.95927616,137294541,8275270,Pharmacy,RP,Shoppers Drug Mart #1071,78 Front Street East,0,0,Strathroy,N7G1Y7
-79.28731056,43.74757151,137294542,8280031,Pharmacy,RP,Main Drug Mart,2130 Lawrence Avenue East,0,0,Toronto,M1R3A6
-79.35993539,43.81230941,137294543,8284554,Pharmacy,RP,Shoppers Drug Mart #1537,2900 Steeles Avenue East,0,0,Markham,L3T4X1
-77.73490289,44.04174433,137294544,8285072,Pharmacy,RP,Brighton Pharmachoice,19 Elizabeth Street,0,0,Brighton,K0K1H0
-79.56277515,43.73608449,137294545,8288710,Pharmacy,RP,Albion Islington Pharmacy,968 Albion Road,0,0,Toronto,M9V1A7
-75.49531887,45.45723857,137294546,8289899,Pharmacy,RP,Loblaw Pharmacy 1071,4270 Innes Road,0,0,Ottawa,K4A5E6
-80.31894236,43.35832179,137294547,8291813,Pharmacy,RP,The Prescription Shoppe,2 George Street North,0,0,Cambridge,N1S2M7
-79.8619305,43.25706969,137294548,8292233,Pharmacy,RP,Midtown Medical Pharmacy,130 Wilson Street,0,0,Hamilton,L8R1E2
-78.56598857,44.18214482,137294549,8292554,Pharmacy,RP,Bethany Drug Mart,1484 Ontario 7A,Unit A,0,Kawartha Lakes,L0A1A0
-79.23406048,42.99330078,137294550,8293839,Pharmacy,RP,Welland Pharmacy,601 East Main Street,0,0,Welland,L3B3Y3
-79.47084501,43.67274258,137294551,8294473,Pharmacy,RP,Nations Pharmacy,1980 St Clair Avenue East,Unit 204,0,Toronto,M6N4X9
-78.85629614,43.89967565,137294552,8295436,Pharmacy,RP,King Ray Pharmacy,202 King Street East,0,0,Oshawa,L1H1C4
-79.71220894,48.1003793,137294553,8296391,Pharmacy,RP,Larder Lake Pharmacy,15 Godfrey Street,"Unit B, Postal Office Box 370",0,Larder Lake,P0K1L0
-79.38320509,43.67033459,137294554,8297238,Pharmacy,HOPD,Toronto Grace Outpatient Phcy,650 Church Street,0,0,Toronto,M4Y2G5
-79.27718266,43.75038721,137294555,8298193,Pharmacy,RP,Kennedy Lawrence Pharmacy,2300 Lawrence Avenue East,Unit 6,0,Toronto,M1P2R2
-80.4451854,43.440994,137294556,8299655,Pharmacy,LTCF,Sunnyside Home,247 Franklin Street North,0,0,Kitchener,N2A1Y5
-79.39530291,43.88076042,137294557,8299879,Pharmacy,RP,Freshco Pharmacy #7233,1430 Major Mackenzie Drive East,0,0,Richmond Hill,L4S0A1
-79.44863861,43.69624069,137294558,8300199,Pharmacy,RP,Eglinton Discount Drugs,1774 Eglinton Avenue West,0,0,Toronto,M6E2H6
-79.58955186,43.74276839,137294559,8301394,Pharmacy,RP,Albion Finch Pharmacy,6100 Finch Avenue West,Unit E101,0,Toronto,M9V0A1
-79.59313625,43.59982197,137294560,8301713,Pharmacy,RP,Applewood Medical Pharmacy,966 Dundas Street East,Unit 8A,0,Mississauga,L4Y4H5
-80.55838835,43.60025262,137294561,8302277,Pharmacy,RP,Woolwich Total Health Pharmacy,10 Church Street West,0,0,Elmira,N3B1M3
-79.7447667,43.69628018,137294562,8302473,Pharmacy,RP,Eastern Pharmacy,80 Eastern Avenue,Unit 2,0,Brampton,L6W1X9
-82.7456123,42.12921755,137294563,8304275,Pharmacy,RP,Cottam Pharmacy,125 County Road 34,0,0,Kingsville,N0R1B0
-79.24877455,43.79121512,137294564,8305032,Pharmacy,RP,Lifecare Pharmacy,4865 Sheppard Avenue East,Unit 2,0,Toronto,M1S3V8
-75.73410205,45.38573565,137294565,8305871,Pharmacy,RP,Carewise Drugstore,1300 Carling Avenue,0,0,Ottawa,K1Z7L2
-79.50408352,43.60128227,137294566,8307156,Pharmacy,RP,Renew Toronto Pharmacy,2898 Lake Shore Boulevard West,0,0,Toronto,M8V1J2
-79.53704065,43.7976984,137294567,8310678,Pharmacy,RP,Wal-Mart Pharmacy #3174,670 Applewood Crescent,0,0,Vaughan,L4K0L4
-75.74916304,45.26848603,137294568,8316137,Pharmacy,RP,Drugstore Pharmacy #4284,3777 Strandherd Drive,0,0,Ottawa,K2J4B1
-80.27991503,43.18049106,137294569,8319492,Pharmacy,RP,Wal-Mart Pharmacy,300 King George Road,0,0,Brantford,N3T4V3
-78.95065887,43.87847845,137294570,8320131,Pharmacy,LTCF,Fairview Lodge,632 Dundas Street West,0,0,Whitby,L1N5S3
-79.8204855,43.33039401,137294571,8320612,Pharmacy,RP,Morelli's Pharmacy,1225 Fairview Street,0,0,Burlington,L7S1Y3
-79.30747518,43.83367482,137294572,8336035,Pharmacy,RP,Shoppers Drug Mart #846,1661 Denison Street,0,0,Markham,L3R6E4
-79.51880674,43.7589948,137294573,8344455,Pharmacy,RP,Yorkgate Ida Drugmart,1 York Gate Boulevard,Yorkgate Mall,0,Toronto,M3N3A1
-79.68331444,43.21035969,137294574,8348291,Pharmacy,LTCF,Orchard Terrace Care Centre,199 Glover Road,0,0,Hamilton,L8E5J2
-79.7413989,43.65401717,137294575,8350054,Pharmacy,RP,Shoppers Drug Mart #1368,7900 Mclaughlin Road South,0,0,Brampton,L6Y5A7
-80.24747732,43.17853986,137294576,8353417,Pharmacy,LTCF,Brierwood Gardens,425 Park Road North,0,0,Brantford,N3R7G9
-79.21507004,43.76276431,137294577,8353952,Pharmacy,RP,Golfdale Pharmacy,3750 Lawrence Avenue East,0,0,Toronto,M1G1R1
-79.77985319,43.39302822,137294578,8356511,Pharmacy,LTCF,Creekway Village,5200 Corporate Drive,0,0,Burlington,L7L7G7
-76.19025908,45.2183674,137294579,8357253,Pharmacy,LTCF,Almonte Country Haven,333 Country Street,Postal Office Box 250,0,Mississippi Mills,K0A1A0
-79.4043119,43.7341809,137294580,8365155,Pharmacy,RP,Smith's Pharmacy,3463 Yonge Street,0,0,Toronto,M4N2N3
-79.62696605,43.57198206,137293081,6684117,Pharmacy,RP,Shoppers Drug Mart #735,3029 Clayhill Road,0,0,Mississauga,L5B4L2
-80.27473336,43.56982593,137293082,6686053,Pharmacy,LTCF,The Village of Riverside Glen,60 Woodlawn Road East,0,0,Guelph,N1H8M8
-79.39293891,43.90010233,137293083,6686357,Pharmacy,RP,Elgin Mills Crossing Pharmacy,10 John Birchall Road,Unit 3,0,Richmond Hill,L4S0B2
-82.58704695,42.05874285,137293084,6689639,Pharmacy,RP,Drugstore Pharmacy #566,201 Talbot Street East,0,0,Leamington,N8H3X5
-79.50723252,43.64851558,137293085,6689871,Pharmacy,RP,Canadian Compounding Pharmacy,2920 Bloor Street West,0,0,Toronto,M8X1B6
-77.14237189,44.00732155,137293086,6691975,Pharmacy,LTCF,Hallowell House,R.R. 1,0,0,Prince Edward,K0K2T0
-75.24921558,45.32629916,137293087,6692233,Pharmacy,RP,Pharmacie Limoges Guardian Ph,601 Limoges Road,Unit 1,0,Limoges,K0A2M0
-79.46743341,43.69213009,137293088,6695114,Pharmacy,RP,Westside Pharmacy,2404 Eglinton Avenue West,Unit D3,0,Toronto,M6M1S6
-75.62476671,45.34787875,137293089,6695631,Pharmacy,RP,South Ottawa Pharmacy,Queensdale Avenue,3qa-1650,0,Ottawa,K1T1N8
-79.62209645,43.57484326,137293090,6696391,Pharmacy,RP,Whole Health Pharmacy,250 Dundas Street,Unit 106,0,Mississauga,L5B1J2
-79.26511577,43.90089383,137293091,6697032,Pharmacy,RP,Markham Clinic Pharmacy,50 Buroak Avenue,Unit 10C,0,Markham,L6C0A2
-79.65356676,43.57841696,137293092,6697997,Pharmacy,RP,Jennas Pharmacy,769 Burnhamthorpe Road West,Unit 2,0,Mississauga,L5C2R9
-81.60682889,42.60407409,137293093,6701517,Pharmacy,RP,West Elgin Pharmacy,229 Graham Road,0,0,West Lorne,N0L2P0
-80.4497788,43.41952069,137293094,6702277,Pharmacy,RP,Food Basics Pharmacy #597,655 Fairway Road South,0,0,Kitchener,N2C1X4
-78.87786785,43.93367226,137293095,6702990,Pharmacy,RP,Taunton Pharmacy,30 Taunton Road East,0,0,Oshawa,L1G3T7
-78.76081855,44.34459883,137293096,6705318,Pharmacy,LTCF,Caressant Care on Mclaughlin,114 McLaughlin Road,0,0,Kawartha Lakes,K9V6L1
-79.67180317,43.59087956,137293097,6705354,Pharmacy,RP,Century City Pharmacy,5025 Heatherleigh Avenue,Unit 6,0,Mississauga,L5V2Y7
-79.39489869,43.65871719,137293098,6705871,Pharmacy,RP,Ut Pharmacy and Print,193 College Street,0,0,Toronto,M5T1P9
-79.29319738,43.89271283,137293099,6706273,Pharmacy,RP,Sobeys Pharmacy #7208,9580 Mccowan Road,0,0,Markham,L3P3J3
-79.92914822,46.36658002,137293100,6707156,Pharmacy,RP,Rx Drug Mart #5010,228 King Street,0,0,West Nipissing,P2B1R9
-80.53525403,43.42397989,137293101,6707879,Pharmacy,LTCF,Lanark Heights Ltc Centre,46 Lanark Crescent,0,0,Kitchener,N2N2Z8
-81.14774759,44.13283968,137293102,6707913,Pharmacy,RP,Brown's Guardian Pharmacy,331 Durham Street,Postal Office Box 969,0,Walkerton,N0G2V0
-80.38778146,43.21120296,137293103,6708618,Pharmacy,LTCF,Park Lane Terrace,295 Grand River Street North,0,0,Brant,N3L2N9
-79.5539815,44.3528565,137293104,6709715,Pharmacy,RP,Sandy Cove Drug Store,902 Lockhart Road,Unit 3,0,Innisfil,L9S4V2
-79.62229935,43.57555336,137293105,6709831,Pharmacy,RP,Swiderski Pharmacy,3015 Parkerhill Road,Unit 1,0,Mississauga,L5B4B2
-80.30094375,43.3913165,137293106,6711016,Pharmacy,RP,Pharmasave Monarch Pharmacy,95 Saginaw Parkway,Unit 2A,0,Cambridge,N1T1W2
-79.52653664,43.7560085,137293107,6711392,Pharmacy,LTCF,Norfinch Care Community,22 Norfinch Drive,0,0,Toronto,M3N1N1
-80.95972657,44.56675287,137293108,6711631,Pharmacy,RP,Owen Sound Ida Pharmacy,810 10th Street West,Unit 6,0,Owen Sound,N4K3S1
-79.64052076,43.61603767,137293109,6712710,Pharmacy,RP,Allwell Pharmacy,4665 Central Parkway East,Unit 14,0,Mississauga,L4Z2V5
-76.4957625,44.24227872,137293110,6713871,Pharmacy,RP,Division Pharmacy,472 Division Street,Unit 2,0,Kingston,K7K4B1
